10,관객에게 미끼를 던진 영화
10,누가 황정민 연기 지겹다고 했냐. 이렇게 소름돋게 연기하는 배운데
10,반전에반전...감독한테놀아난느낌
9,나감독.. 숨은 쉬게해줘야지...
1,정신적으로 너무 안좋다
10,어이없어서 웃기고 그냥 보고난후 뭐지...?이느낌
1,...할말없는 영화임.본사람은 공감할듯..무섭고 잔인하고 징그럽고 소름끼치는 반전까지 고루 갖췄지만 그 모든걸 넘어서는 찝찝함.
8,보는 내내 골룸 생각났음ㅋㅋ
10,오늘 개봉 오후 5시뷰터인데 뭘 조조부터 보고왔대 조조 영화시간표에 곡성없어 지금 보고왔다고 하는놈들 알바임 알바도 쓰려면 지능이 높아야지 서울 및 수도권 영화 개봉시간이 오후 5시인대 보고왔다고 구라까면 되나
10,현혹된 자만이 느낄수 있는 공포 그리고 후유증..
9,"긴장감만점 다만9점을준건 결말이 너무모호하다 개연성도 부족한거같고 천우희가도와준이유,황전민정체,할배가천우희쫓아뛰는이유 등등 감독한테직접물어보고싶은게많다"
1,영화 끝나고 입에서 자연스레 이게 뭐야 라는 말이 나왔다.그래서 도대체 하고 싶은 말이 무엇인가.
10,정말로 곡소리 나오는 영화. 222
7,많이들 당황하셨죠? 예...저도 많이 당황했는데요.. 하하...;
1,대한민국 시골 대나무밭에서 좀비가 왠말 입니까...
1,검은사제들 같은 엑소시스트 줄거리에 추격자보다 더 많이 죽이고 피범벅임... 15세 관람가 준 인간들 진짜 반성하고 감독은 정신과 전문의 만나보기 바란다
10,난해한거 싫어하시는 분들 비추천. 불친절한 영화 싫어하시는 분들 비추천. 의미부여 된거 (일명 떡밥) 해석하는거 싫어하시는 분들 비추천. 그냥 별 생각않고 영화 즐기고픈 분들이 볼만 한 영화는 아님. 그런 분들이 이...
1,이것저것 짬뽕시켜서 이리저리 꼬다가 에라모르겟다 될디로 되라!
7,엔딩크레딧이 올라갈때 사람들의 반응은 절반은 욕하고 절반은 벙찐 상태가 된다. 개인적으로 결국 영화에대한 생각은 계속 맴돌더라 찝찝함인지 궁금함인지 아직도 잘 모르겠다
1,관객을 속이기 위해 억지 설정 투성이다. 앞 뒤 개연성도 부족하다. 이것저것 막 섞어놓고 해결책을 찾지 못한채 에라 모르겠다 끝내자 이런식이다. 황정민의 무당연기 말고는 볼거없음. 알바와 언론에 현혹되지 마라.
1,절때 보지미세요 후회합니다.내용을 미스터리로 최고조 까지 끌어올려놓고 아무것도 설명안해주고 반전만 선사하고 엔딩크레딧이 올라가네요;; 진심 자극적이게만 만들아놓고 명작소리 듣네
1,내가진짜  처음 평점쓰는데.진짜 좀비물이냐 귀신영화냐ㅎㅎㅎ 철학적으로 풀지마라.ㅋㅋㅋ  이딴 영화
1,"태어나 처음으로 평점 남겨보네요.매우,몹시,엄청나게,극도로,어마어마하게,대단히 화가 나고 불쾌하고 불쾌하고 불쾌한 영화였네요. 아직 안 보신 분, 그 눈 사고 싶어요. 정말 트라우마 남았습니다. 정신건강에도 몹시 해..."
1,정말 기대이하에요 비위만 상하고 좀비물인줄 알았네요
1,반전에 목매달았나... 반전이 너무 황당함. 공산당이랑 국군이랑 싸우는데 미군이 나타나서 공산당이랑 국군이 서로 한패다! 하는 수준...
1,156분동안 진정 괴로웠다. 이게 뭐니?
10,홍길동이 알바풀었네ㅋㅋㅋㅋ 비교가되냐 솔직히 적당히하자.. 양심도 없냐??
6,초반엔 범인찾고 추리하는 스릴런줄 알았더만 생각해보니 그것도 일단은 맞네.. 미끼를 내가 물었구나
1,'빈수레가 요란하다.' 이 말처럼 이 영화를 잘 표현하는 말은 없을듯.
1,나 진짜 어이가 없어서; 내일 회사가야하는데 내가 이걸 몇일전부터 예매해서 기다린 내가 바보다 답답하고 짜증나는 영화다 진짜로
1,솔직히 무슨재민지 하나도 모르겠다.. 시간날리고 온 기분
1,인류 역사상 가장 끔찍한 영화일 겁니다. 이런 걸 완성해 놓고  박수 치고 좋아했을 제작진을 생각하니 그게 더 오싹한 장면입니다. 대체 무슨 멘탈일까? 보는 내내 욕이 나오고 구역질이 나옵니다. 세기말적 영화입니다....
