,review,score,label,pred,prob
0,흡입력 최고 교차 편집이 약간 헷갈리게 할 수도 있으나 오히려 집중되게 도와줘서 더욱 흥미진진 했다고 해야할까,10,1,1,99.73855018615723
1,진짜 진짜로 너무 재밌게 봤어요 ㅠㅠ 손에 땀을 지리게할정도로 제대로 재밌었네요 진짜 ㅋㅋㅋ 비쥬얼적인 공포를 생각하시는분은 실망하실지 모르겠는데 전 너무 재밌게봤어요 대박입니다 짱짱맨,9,1,1,99.68594908714294
2,기대안하고 봤는데 완전 집중해서 봤다 공포영화 좋아하는 사람한테는 난 강추,9,1,1,99.67972040176392
3,완벽해요 계속 마음에 여운이 남네요 후기처럼 진짜 슬픈영화네요 과거현재 신선하네요,9,1,1,99.66704249382019
4,기대안하고봤는데 이거 굉장한 수작이네요일반 공포영화라기보다는 미스테리 스릴러쪽이네요정말 잼있습니다,9,1,1,99.66041445732117
5,뭐 전체적으로 나쁘진 않던데 결말이 열린 결말인 점이 맘에 들었음 그래서 더욱 여운이 남는다고 해야할까,10,1,1,99.65614080429077
6,손에 들고 있던 담배가 필터까지 타서 손에 데였을때 까지 모를정도로 이 영화의 몰입도는 정말 최고였다 그리고 아역배우들의 연기력 또한 일품이었다,10,1,1,99.63589906692505
7,너무너무 재밌고 무서웠지민 마지막부분이 약간 허무해서 아쉬웠다 그거 빼고는 모두모두 완벽한 영화였다,9,1,1,99.63308572769165
8,초반에 조금 지루한 부분이 없지않아있었지만 공포영화역사상 길이 남을 정도의 스케일과 스토리입니다 이전 공포영화와 달리 신선함이 최고이고 결말이 비극이지만 정말 재미있게 본 영화입니다,9,1,1,99.61886405944824
9,원래 평점 같은거 잘 안남기는데 오큘러스는 대박입니다 꼭보세요 내용도탄탄하고 한국영화와 비교도 안되네요 여태봤던것중에 제일재밌는듯 꼭보세요,10,1,1,99.60796236991882
10,진심 최악 쓰레기 컨저링같은걸 기대하고 보면 실망함,1,0,0,99.9096155166626
11,돈 아까워 돈이 정말 아깝다,1,0,0,99.88400340080261
12,헐 재미도 없고 무섭지도않고 공짜로 봐도 시간이 아깝다,1,0,0,99.87327456474304
13,이게 뭐냐 하나도 안무섭고 주인공이 저거에 죽겠군 하는거까지 예측됬다 진부한 스토리에 뻔한 결말시간이 아깝다,1,0,0,99.87116158008575
14,점도 아깝다 공포영화는 무서워야 하는데 지루했다 결말도 꽝,1,0,0,99.8667448759079
15,이거보고 평정 잘 주면 장님이다 어휴돈이 너무 아깝다밑도 끝도 없고 긴장감도 없고 너무 지루,1,0,0,99.86506402492523
16,한마디로 답답한 영화 무섭지도않고 설득력도 없는왜 집에 갇혀있다가 죽냐집을 떠나면 되는데감상포인트도 없는데 하나라도 선택을 해야 등록할수있어서 짜증,2,0,0,99.85197484493256
17,결말이 너무 짜증나고 영화 끝나고도 기분이 찝찝함 이런 거 싫어하시는 분은 절대 보지 마세요ㅠ ㅠ 휴,1,0,0,99.84262883663177
18,재미도 없고 무섭지도 않고 결말은 찜찜하고 이제 시작인가 하는데 끝이네 ㅋㅋㅋ 지루함 ,1,0,0,99.84199404716492
19,아진짜 돈아까움 왜 컨저링이랑 평점 비슷한지 모르겠음 진짜 별로,1,0,0,99.83916878700256
