,review,score,label,pred,prob
0,완전 꿀잼입니다 공포물 매니아인데 많이 무섭지는 않지만 재미있게 봤어요 무섭진 않고 이런 분위기 너무 좋아합니다재미있어요,10,1,1,99.66537952423096
1,구원의 의미가 담겨있는거 같네요 보는 사람마다의 해석은 틀리겠지만 저는 그렇게 느껴졌고 영상미나 촬영기법이 정말 대단하네요 호불호가 갈릴만한 영화이지만 예술적으로 면으로 봤을때 정말 좋았습니다,10,1,1,99.62905645370483
2,동질감을 느끼며 미소 짓는 마지막 장면은 정말 무섭게 와닿네요 아름다운 지옥 그 자체였습니다 보는 내내 소름돋아요,10,1,1,99.60891008377075
3,기괴한 거 좋아하면 재밌게 볼 수 있는 영화임평점 낮게 준 사람들은 기괴한 거 싫어하는 사람들인듯취향과 다르다고 평점 낮게 주지 말자 영화 자체는 수작임,10,1,1,99.5202124118805
4,귀신 나오는 공포는 진짜 못보고 고어는 또 엄청 좋아하는데 약간 아름다운 급고어 영화 본 느낌 영상미가 반은 넘게 먹고 들어갔음 진짜 잘 만들었는데 호불호 무지하게 갈릴듯 개인적으로 나는 엄청 좋았음,9,1,1,99.51311349868774
5,이런 영화를 놓치지 않고 극장에서 만난게 행운이라 생각함 호러 오컬트 매니아로서 신선하게 느껴졌고 보고 난 후에도 계속 여운이 남는 영화 유전 좋아하셨던 분들이면 좋아하실 거에요추천좀요,10,1,1,99.47999715805054
6,짱잼짱잼짱잼짱잼짱잼,10,1,1,99.4751513004303
7,정말 영상미가 좋고 아름다운 영화예요 연인끼리 보시면 행복해지고 정말 좋습니당 플로렌스 퓨 개인적으로 좋아하는데 이번 영화에서도 정말 연기 잘했습니다ㅎㅎ,10,1,1,99.46812391281128
8,간만에 힐링되는 영화네요 애인과 함께 보길 추천합니다,10,1,1,99.45725202560425
9,괜찮아요 이렇게 잘만든 영화는 오랜만이네요 기분은 좀ㅎ,9,1,1,99.4263231754303
10,이걸 뭐하러 봤지 시간낭비였다 린다 로우지 닮은 여주도 짜증난다 감독 전작에 비해 너무 지루하네,4,0,0,99.93041157722473
11,불쾌한영화 무섭고 고어스러워서가 아니라이게 뭐지 싶고 짜증나고 스트레스 받는 영화 액션판타지로맨스장르인 평범한 영화 좋아하는 사람한텐 최악인듯 예술적인건 알겠는데 그냥 짜증나 영화가 지루하고,4,0,0,99.90395307540894
12,중반까지 너무 지루하고 고어장면 몇개나오고 베드신에서 ㅋㅋㅋ 전체적으로 너무 지루하네요,3,0,0,99.89266991615295
13,점도 아까운 그냥 쓰레기같은 영화 이걸만든 감독이 정신병원가봐야할거같음 아 손에 힘풀리네 ㅅㅂ,1,0,0,99.88289177417755
14,별 반개도 아까운 역대 최강 쓰레기 영화 시간낭비 돈낭비 아놔 뚜껑열리네 이게 영화냐 앙 급 영화,1,0,0,99.8508870601654
15,최악돈 아깝다 영화가 뭘 하는건지헐,1,0,0,99.84130859375
16,미드소마 영화 보기전에 평점이 어떤가싶어서 네이버 들어오신 여러분들 지금 예매 취소하세요 여러분들 우리 힘을합쳐서 이감독이 다신 영화못만들게 합시다 진짜 제인생에서 제일 재미없는 영화인거같네요 너무 재미없,1,0,0,99.8411774635315
17,스토리 내용도 지겹고 여자 주인공 너무 못생김중국 여자 몸매 내용도 없음,2,0,0,99.83805119991302
18,공포도 없고 긴장감도 없고 재미도 없고 혹시나 마지막에 어떠한 반전이라도 있을까 하는 마음으로 끝까지 본 내 자신을 후회하게 만드는 그냥 쓰레기 영화,1,0,0,99.83104169368744
19,미친 쓰레기영화보다가 정말 이건아니다싶어서 나왔습니다이걸보려고 멀리까지 보러온 내자신이 ㅂㅅ같음 보지마세요 돈아깝고 시간아까움 하 내돈정신병 예약입니다 절대 보지마세요,1,0,0,99.82620179653168
