,review,score,label,pred,prob
0,대박 놀래키고 무서워용ㅜㅜ올 여름에 본 공포 영화중에단연 쵝오,9,1,1,99.65102076530457
1,별 기대안하고 봤는데 스릴도있고 엄청 무서웠어요 재밌었습니당,9,1,1,99.57882165908813
2,제목 그대로 전개되는 상황 불필요한 소리를 제거함으로써 얻어지는 긴장감 이쁜 여배우 숨막힐 듯한 정적 짧으면서 강렬한 임팩트 깔끔하고 개운한 결말 개인적으로 여지껏 본 공포영화 중 최고 추천 두번 추천,10,1,1,99.56649541854858
3,진짜진짜 너무 재밌는데 결말이 많이 아쉬움 아무튼 너무 재밌었음,9,1,1,99.54564571380615
4,하정말 마지막장면이 감동적이였습니다공포영화 치고는 스토리도 굉장히 탄탄했습니다꼭 보세요 강추,10,1,1,99.54453110694885
5,완전 무서워요 아 진짜 무서운거 잘보는데 진짜 제가 살면서 본 영화중에 진짜 겁나 무서워요 진짜 대박무서워요,9,1,1,99.53591823577881
6,굳굳진짜진짜잘봣어요 화이팅,10,1,1,99.5278000831604
7,빛이 없는 곳에서만 나오기 때문에 긴장감 있어요 특히 불이 깜박깜박 거리며 켜졌다 꺼졌다를 반복하는 부분에서 매우 긴장되었습니다 재미있어요,9,1,1,99.5192289352417
8,커피를 마실 시간이 없을 정도로 몰입감 대박이었음 끝나고 나니 심장이 너무 아팠다ㅠㅠ 무서움 대박,9,1,1,99.491947889328
9,공포영화 굉장히 많이 봤는데 전 엄청 무섭고 재미있게 봤어요 ㅋㅋㅋ 아래 평가가 왜이리 낮은지 모르겠네ㅜㅜ 몰입도 스토리 뭐하나 빠지지않고 진짜 계속 긴장하고 놀라면서 봤네요ㅜㅜ하진짜 무섭다 무섭다 아직도 심장이 ,10,1,1,99.48646426200867
10,알바를 너무 풀었다 스토리도 최악 결말도 최악,1,0,0,99.89726841449738
11,점도 주기 아깝다 개노잼,1,0,0,99.87781643867493
12,댓글들 다 알바인가 내생애 이렇게 재미없는 공포영화는 처음이다 원래 영화평 안다는데 열받아서 남김 진짜 최악 스토리도 최악 컨저링이랑 같은 감독이 만든거 맞음,2,0,0,99.87750351428986
13,왜이리 끌고 다녀무섭지도 않고재미도 없고시간 아까웠다,1,0,0,99.8736321926117
14,진짜 욕나오게 노잼 ㅡㅡ 억지 구성의 끝 어두우면 귀신 나온다메 진짜 촛불이 최선이냐 어휴 걍 핵노잼,1,0,0,99.87124502658844
15,이 감독은 영화 그만만들어야된다 컨저링도 오지게 잼없더구만 공포영화면 차라리 어중간한 스토리 포기하고 믄섭기라도 해라ㅡㅡ,1,0,0,99.87029731273651
16,존나 재미없다 진짜 존나재미없다,1,0,0,99.86678063869476
17,ㅈㄴ돈아까움 개 쓰레기,1,0,0,99.86539781093597
18,진짜 노잼 평점믿고 엄청 기대했는데 진짜 재미없었어여 걍 몇번 놀래다 말고 ㅋㅋㅋ 비추요,1,0,0,99.86410737037659
19,영화관까지 가서 볼 영화는 절때 아님 스토리 개연성도 허접하고 뭔가 정리가 안되는 영화시간하고 돈이 아깝다,4,0,0,99.86234307289124
